outer_fold,tree_number,tree_num_leaves,stump_tree,leaf_index,leaf_count,leaf_value,stored_leaf_sum_hessian,stored_leaf_hessian_is_missing,stored_leaf_hessian_is_nonfinite,stored_leaf_hessian_is_negative,stored_leaf_hessian_is_zero,stored_leaf_hessian_is_positive
0,10,27,False,20,215,-0.010147065525042465,33.83984317583963,False,False,False,False,True
0,10,27,False,17,39,-0.0002640694733877447,5.156249996274709,False,False,False,False,True
0,10,27,False,3,20,-0.013583810015176324,5.065104006789624,False,False,False,False,True
0,10,27,False,18,102,-0.005380310778775167,31.253906085621566,False,False,False,False,True
0,10,27,False,11,443,-0.002909384869951883,97.81380182644352,False,False,False,False,True
0,10,27,False,13,60,0.0032371685677945058,15.13671874674037,False,False,False,False,True
0,10,27,False,4,25,-0.017831198631060693,6.097656010184443,False,False,False,False,True
0,10,27,False,23,31,-0.011706344078111528,11.156249600462614,False,False,False,False,True
0,10,27,False,9,23,-0.0005128189565887808,5.039062499068676,False,False,False,False,True
0,10,27,False,24,17,-0.007912919801856514,5.058593709021807,False,False,False,False,True
0,11,27,False,0,121,-0.0012441525702274563,37.130208290647715,False,False,False,False,True
0,11,27,False,19,22,0.006518045150383638,6.045572915580123,False,False,False,False,True
0,11,27,False,9,48,-0.01046501224553547,14.091145514510574,False,False,False,False,True
0,11,27,False,10,41,-0.0006709223386528985,10.097656208090482,False,False,False,False,True
0,11,27,False,8,243,0.003492836178048046,64.33203124208376,False,False,False,False,True
0,11,27,False,20,55,-0.0018923400970327871,12.078124998137353,False,False,False,False,True
0,11,27,False,16,10,-0.00683446087284658,5.019531209953128,False,False,False,False,True
0,11,27,False,2,35,0.002074320327163013,25.026041666045785,False,False,False,False,True
0,11,27,False,22,30,-0.001781619245377391,15.026041626464574,False,False,False,False,True
0,11,27,False,5,370,0.008039225828227012,98.22135416138917,False,False,False,False,True
0,11,27,False,11,19,0.00023116759075416364,10.026041666045783,False,False,False,False,True
0,11,27,False,6,40,-0.0037562838730698152,8.052083332091568,False,False,False,False,True
0,11,27,False,18,232,0.0034445500799430723,53.19531249534339,False,False,False,False,True
0,11,27,False,1,16,-0.004200225401764894,4.032552082557229,False,False,False,False,True
0,11,27,False,26,34,-0.008740247802640771,5.10416666418314,False,False,False,False,True
0,11,27,False,21,69,-0.012445473261831293,4.2213540030643335,False,False,False,False,True
0,11,27,False,25,2,-0.018788165864839404,2.0130207538604736,False,False,False,False,True
0,11,27,False,7,326,-0.0006707591365095527,97.4947915757075,False,False,False,False,True
0,11,27,False,14,59,-0.006139321955494859,20.130208132322878,False,False,False,False,True
0,11,27,False,12,49,-0.013465050613317047,6.1627602148801115,False,False,False,False,True
0,11,27,False,17,65,-0.004467336901201603,23.162760373204947,False,False,False,False,True
0,11,27,False,3,34,0.001604797430971654,8.078124998137357,False,False,False,False,True
0,11,27,False,23,17,-0.0010703339335440152,4.045572915580124,False,False,False,False,True
0,11,27,False,24,27,-0.007157194337392886,4.130208330228923,False,False,False,False,True
0,11,27,False,4,39,0.0028262218994233946,3.1432291632518163,False,False,False,False,True
0,11,27,False,13,437,-0.009662858077592621,70.51041536405683,False,False,False,False,True
0,11,27,False,15,84,-0.018442027344095623,6.429687252268194,False,False,False,False,True
0,12,26,False,0,1,-0.025112003049749816,1.0065103769302357,False,False,False,False,True
0,12,26,False,8,12,0.014096601733160895,3.0065104165114453,False,False,False,False,True
0,12,26,False,14,812,0.0010355092476922168,197.97005190188065,False,False,False,False,True
0,12,26,False,6,37,-0.008250206665573141,9.136718548834322,False,False,False,False,True
0,12,26,False,2,67,6.060688810862824e-05,33.045572836417705,False,False,False,False,True
0,12,26,False,20,26,0.004171514040335188,18.01953124953434,False,False,False,False,True
0,12,26,False,16,13,0.004591952332663798,4.013020833022891,False,False,False,False,True
0,12,26,False,21,30,0.012468081710008802,5.039062499068677,False,False,False,False,True
0,12,26,False,5,106,0.008439339758502013,33.110677080694586,False,False,False,False,True
0,12,26,False,24,51,0.012001129307248639,11.026041666045783,False,False,False,False,True
0,12,26,False,18,90,0.007177012756775243,27.065104165114462,False,False,False,False,True
0,12,26,False,19,31,0.0017761992692283972,13.006510416511444,False,False,False,False,True
0,12,26,False,1,59,-0.005660256179425477,11.143229044508187,False,False,False,False,True
0,12,26,False,17,214,0.0005577861239944833,72.32552082557231,False,False,False,False,True
0,12,26,False,9,109,-0.002240314522536613,27.143229123670608,False,False,False,False,True
0,12,26,False,11,46,-0.009533750097867184,15.12369767623022,False,False,False,False,True
0,12,26,False,7,68,-0.013054834734690128,10.214843467809262,False,False,False,False,True
0,12,26,False,22,35,-0.007438192059025056,7.091145831160246,False,False,False,False,True
0,12,26,False,10,47,0.0005703150655646666,13.091145831160249,False,False,False,False,True
0,12,26,False,13,26,-0.009198780203493939,9.065104085952042,False,False,False,False,True
0,12,26,False,3,34,0.0015870683467721128,8.078124998137357,False,False,False,False,True
0,12,26,False,23,17,-0.0010585093484023946,4.045572915580124,False,False,False,False,True
0,12,26,False,25,30,-0.007078124837911983,4.130208330228923,False,False,False,False,True
0,12,26,False,4,39,0.0027949991010173298,3.1432291632518163,False,False,False,False,True
