model_a,model_a_display_name,model_b,model_b_display_name,subset,subset_label,metric,n_paired,model_a_value,model_b_value,difference_a_minus_b,ci_lower,ci_upper,,Text,,bootstrap_ci_excludes_zero,n_bootstrap_valid,better_direction,effect_in_favor_of_a,observed_better_model,permutation_p_two_sided,permutation_p_two_sided_holm_pair_dataset,significant_permutation_holm_0.05,holm_family_size,n_extreme_permutations,n_valid_permutations,n_permutations_requested,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),classification_only_threshold,Classification-only compounds: threshold-derived,np_wrong_side_count,2391,874,704,170,148,193,,,,TRUE,10000,lower,-170,logbb_pred_shaker_retrained,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),classification_only_threshold,Classification-only compounds: threshold-derived,pr_auc_nonpenetrant,2391,0.365576095,0.629641629,-0.264065534,-0.293948832,-0.236209039,,,,TRUE,10000,higher,-0.264065534,logbb_pred_shaker_retrained,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),classification_only_threshold,Classification-only compounds: threshold-derived,roc_auc,2391,0.500083342,0.732060296,-0.231976954,-0.252635564,-0.210931605,,,,TRUE,10000,higher,-0.231976954,logbb_pred_shaker_retrained,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),measured_threshold,Measured compounds: threshold-derived,balanced_accuracy,765,0.5,0.645585393,-0.145585393,-0.194512248,-0.098870933,,,,TRUE,10000,higher,-0.145585393,logbb_pred_shaker_retrained,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),measured_threshold,Measured compounds: threshold-derived,cohens_kappa,765,0,0.38084151,-0.38084151,-0.487405002,-0.269488722,,,,TRUE,10000,higher,-0.38084151,logbb_pred_shaker_retrained,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),measured_threshold,Measured compounds: threshold-derived,mcc,765,,0.415263035,,,,,,,FALSE,0,higher,,tie,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),measured_threshold,Measured compounds: threshold-derived,np_f1,765,,0.42519685,,,,,,,FALSE,0,higher,,tie,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),measured_threshold,Measured compounds: threshold-derived,np_precision,765,,0.675,,,,,,,FALSE,0,higher,,tie,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),measured_threshold,Measured compounds: threshold-derived,np_recall,765,0,0.310344828,-0.310344828,-0.413793117,-0.218390808,,,,TRUE,10000,higher,-0.310344828,logbb_pred_shaker_retrained,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),measured_threshold,Measured compounds: threshold-derived,np_wrong_side_count,765,87,60,27,19,36,,,,TRUE,10000,lower,-27,logbb_pred_shaker_retrained,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),measured_threshold,Measured compounds: threshold-derived,pr_auc_nonpenetrant,765,0.112947938,0.546901619,-0.433953681,-0.534487519,-0.345552164,,,,TRUE,10000,higher,-0.433953681,logbb_pred_shaker_retrained,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
dummy_prior_classification,Dummy classification baseline,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),measured_threshold,Measured compounds: threshold-derived,roc_auc,765,0.496109246,0.890397721,-0.394288475,-0.42431338,-0.361161524,,,,TRUE,10000,higher,-0.394288475,logbb_pred_shaker_retrained,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,custom_mtl_original,Custom MTL LightGBM clean,all_threshold,All labelled compounds: threshold-derived,balanced_accuracy,3156,0.585775542,0.612729716,-0.026954174,-0.037945096,-0.016191185,,,,TRUE,10000,higher,-0.026954174,custom_mtl_original,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,custom_mtl_original,Custom MTL LightGBM clean,all_threshold,All labelled compounds: threshold-derived,cohens_kappa,3156,0.218126746,0.278187203,-0.060060457,-0.086352432,-0.034193507,,,,TRUE,10000,higher,-0.060060457,custom_mtl_original,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,custom_mtl_original,Custom MTL LightGBM clean,all_threshold,All labelled compounds: threshold-derived,mcc,3156,0.303112257,0.347125699,-0.044013442,-0.073289,-0.015252127,,,,TRUE,10000,higher,-0.044013442,custom_mtl_original,0.00449955,0.0089991,TRUE,9,44,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,custom_mtl_original,Custom MTL LightGBM clean,all_threshold,All labelled compounds: threshold-derived,np_f1,3156,0.310402685,0.386185243,-0.075782559,-0.102979115,-0.048947655,,,,TRUE,10000,higher,-0.075782559,custom_mtl_original,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,custom_mtl_original,Custom MTL LightGBM clean,all_threshold,All labelled compounds: threshold-derived,np_precision,3156,0.800865801,0.785942492,0.014923309,-0.027616695,0.057478882,,,,FALSE,10000,higher,0.014923309,lightgbm_mse_regression,0.493650635,0.493650635,FALSE,9,4936,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,custom_mtl_original,Custom MTL LightGBM clean,all_threshold,All labelled compounds: threshold-derived,np_recall,3156,0.192507804,0.255983351,-0.063475546,-0.084287211,-0.042663902,,,,TRUE,10000,higher,-0.063475546,custom_mtl_original,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,custom_mtl_original,Custom MTL LightGBM clean,all_threshold,All labelled compounds: threshold-derived,np_wrong_side_count,3156,776,715,61,41,81,,,,TRUE,10000,lower,-61,custom_mtl_original,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,custom_mtl_original,Custom MTL LightGBM clean,all_threshold,All labelled compounds: threshold-derived,pr_auc_nonpenetrant,3156,0.608804401,0.630599309,-0.021794908,-0.034934027,-0.007836269,,,,TRUE,10000,higher,-0.021794908,custom_mtl_original,0.00289971,0.00869913,TRUE,9,28,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,custom_mtl_original,Custom MTL LightGBM clean,all_threshold,All labelled compounds: threshold-derived,roc_auc,3156,0.757668905,0.76857772,-0.010908815,-0.017000304,-0.004720592,,,,TRUE,10000,higher,-0.010908815,custom_mtl_original,0.0009999,0.0039996,TRUE,9,9,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,custom_mtl_original,Custom MTL LightGBM clean,classification_only_threshold,Classification-only compounds: threshold-derived,balanced_accuracy,2391,0.576962616,0.605112312,-0.028149696,-0.040076315,-0.016396827,,,,TRUE,10000,higher,-0.028149696,custom_mtl_original,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,custom_mtl_original,Custom MTL LightGBM clean,classification_only_threshold,Classification-only compounds: threshold-derived,cohens_kappa,2391,0.184210218,0.24615765,-0.061947433,-0.088972005,-0.035105441,,,,TRUE,10000,higher,-0.061947433,custom_mtl_original,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,custom_mtl_original,Custom MTL LightGBM clean,classification_only_threshold,Classification-only compounds: threshold-derived,mcc,2391,0.270217222,0.318846873,-0.04862965,-0.079811408,-0.016882266,,,,TRUE,10000,higher,-0.04862965,custom_mtl_original,0.00239976,0.00959904,TRUE,9,23,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,custom_mtl_original,Custom MTL LightGBM clean,classification_only_threshold,Classification-only compounds: threshold-derived,np_f1,2391,0.293457944,0.376963351,-0.083505407,-0.1127606,-0.054430716,,,,TRUE,10000,higher,-0.083505407,custom_mtl_original,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,custom_mtl_original,Custom MTL LightGBM clean,classification_only_threshold,Classification-only compounds: threshold-derived,np_precision,2391,0.801020408,0.794117647,0.006902761,-0.037144436,0.051283941,,,,FALSE,10000,higher,0.006902761,lightgbm_mse_regression,0.768823118,0.768823118,FALSE,9,7688,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,custom_mtl_original,Custom MTL LightGBM clean,classification_only_threshold,Classification-only compounds: threshold-derived,np_recall,2391,0.179633867,0.247139588,-0.067505721,-0.090388998,-0.045766592,,,,TRUE,10000,higher,-0.067505721,custom_mtl_original,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,custom_mtl_original,Custom MTL LightGBM clean,classification_only_threshold,Classification-only compounds: threshold-derived,np_wrong_side_count,2391,717,658,59,40,79,,,,TRUE,10000,lower,-59,custom_mtl_original,1.00E-04,0.00089991,TRUE,9,0,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,custom_mtl_original,Custom MTL LightGBM clean,classification_only_threshold,Classification-only compounds: threshold-derived,pr_auc_nonpenetrant,2391,0.632300425,0.651122401,-0.018821975,-0.032114653,-0.004376806,,,,TRUE,10000,higher,-0.018821975,custom_mtl_original,0.01239876,0.03719628,TRUE,9,123,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,custom_mtl_original,Custom MTL LightGBM clean,classification_only_threshold,Classification-only compounds: threshold-derived,roc_auc,2391,0.733733175,0.74294306,-0.009209885,-0.016010043,-0.002281453,,,,TRUE,10000,higher,-0.009209885,custom_mtl_original,0.01789821,0.03719628,TRUE,9,178,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,custom_mtl_original,Custom MTL LightGBM clean,measured_regression,Measured compounds: regression,mae,765,0.35557158,0.363159386,-0.007587806,-0.0169507,0.001785323,,,,FALSE,10000,lower,0.007587806,lightgbm_mse_regression,0.114188581,0.570942906,FALSE,5,1141,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,custom_mtl_original,Custom MTL LightGBM clean,measured_regression,Measured compounds: regression,mse,765,0.233466681,0.235374454,-0.001907773,-0.012766276,0.008764269,,,,FALSE,10000,lower,0.001907773,lightgbm_mse_regression,0.736026397,1,FALSE,5,7360,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,custom_mtl_original,Custom MTL LightGBM clean,measured_regression,Measured compounds: regression,np_mae,765,0.661739357,0.639378142,0.022361215,-0.009224279,0.054164408,,,,FALSE,10000,lower,-0.022361215,custom_mtl_original,0.170782922,0.683131687,FALSE,5,1707,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,custom_mtl_original,Custom MTL LightGBM clean,measured_regression,Measured compounds: regression,pearson_r,765,0.755901042,0.754334904,0.001566138,-0.011107948,0.01455601,,,,FALSE,10000,higher,0.001566138,lightgbm_mse_regression,0.822117788,1,FALSE,5,8221,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,custom_mtl_original,Custom MTL LightGBM clean,measured_regression,Measured compounds: regression,r2,765,0.571241397,0.567737797,0.0035036,-0.015997075,0.023512748,,,,FALSE,10000,higher,0.0035036,lightgbm_mse_regression,0.736026397,1,FALSE,5,7360,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,custom_mtl_original,Custom MTL LightGBM clean,measured_threshold,Measured compounds: threshold-derived,balanced_accuracy,765,0.655757298,0.664301699,-0.0085444,-0.036542535,0.018716335,,,,FALSE,10000,higher,-0.0085444,custom_mtl_original,0.657634237,1,FALSE,9,6576,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,custom_mtl_original,Custom MTL LightGBM clean,measured_threshold,Measured compounds: threshold-derived,cohens_kappa,765,0.421251719,0.427004164,-0.005752444,-0.071649849,0.05800107,,,,FALSE,10000,higher,-0.005752444,custom_mtl_original,0.899910009,1,FALSE,9,8999,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,custom_mtl_original,Custom MTL LightGBM clean,measured_threshold,Measured compounds: threshold-derived,mcc,765,0.473322797,0.463217876,0.010104921,-0.061010789,0.079061291,,,,FALSE,10000,higher,0.010104921,lightgbm_mse_regression,0.818718128,1,FALSE,9,8187,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,custom_mtl_original,Custom MTL LightGBM clean,measured_threshold,Measured compounds: threshold-derived,np_f1,765,0.459016393,0.46875,-0.009733607,-0.073030561,0.051282536,,,,FALSE,10000,higher,-0.009733607,custom_mtl_original,0.764723528,1,FALSE,9,7647,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,custom_mtl_original,Custom MTL LightGBM clean,measured_threshold,Measured compounds: threshold-derived,np_precision,765,0.8,0.731707317,0.068292683,-0.057142854,0.194808586,,,,FALSE,10000,higher,0.068292683,lightgbm_mse_regression,0.315968403,1,FALSE,9,3159,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,custom_mtl_original,Custom MTL LightGBM clean,measured_threshold,Measured compounds: threshold-derived,np_recall,765,0.32183908,0.344827586,-0.022988506,-0.080459774,0.034482747,,,,FALSE,10000,higher,-0.022988506,custom_mtl_original,0.682831717,1,FALSE,9,6828,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,custom_mtl_original,Custom MTL LightGBM clean,measured_threshold,Measured compounds: threshold-derived,np_wrong_side_count,765,59,57,2,-3,7,,,,FALSE,10000,lower,-2,custom_mtl_original,0.682831717,1,FALSE,9,6828,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,custom_mtl_original,Custom MTL LightGBM clean,measured_threshold,Measured compounds: threshold-derived,pr_auc_nonpenetrant,765,0.591867036,0.607696998,-0.015829962,-0.056698757,0.023912543,,,,FALSE,10000,higher,-0.015829962,custom_mtl_original,0.461053895,1,FALSE,9,4610,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,custom_mtl_original,Custom MTL LightGBM clean,measured_threshold,Measured compounds: threshold-derived,roc_auc,765,0.900484861,0.901146035,-0.000661174,-0.015308738,0.013800694,,,,FALSE,10000,higher,-0.000661174,custom_mtl_original,0.934706529,1,FALSE,9,9347,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),all_threshold,All labelled compounds: threshold-derived,balanced_accuracy,3156,0.585775542,0.590196715,-0.004421173,-0.016356826,0.007352175,,,,FALSE,10000,higher,-0.004421173,logbb_pred_shaker_retrained,0.455954405,1,FALSE,9,4559,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),all_threshold,All labelled compounds: threshold-derived,cohens_kappa,3156,0.218126746,0.227676245,-0.009549499,-0.038144875,0.018878813,,,,FALSE,10000,higher,-0.009549499,logbb_pred_shaker_retrained,0.513748625,1,FALSE,9,5137,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),all_threshold,All labelled compounds: threshold-derived,mcc,3156,0.303112257,0.306824294,-0.003712037,-0.036651804,0.029150728,,,,FALSE,10000,higher,-0.003712037,logbb_pred_shaker_retrained,0.826317368,1,FALSE,9,8263,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),all_threshold,All labelled compounds: threshold-derived,np_f1,3156,0.310402685,0.325082508,-0.014679824,-0.045692625,0.016133216,,,,FALSE,10000,higher,-0.014679824,logbb_pred_shaker_retrained,0.340865913,1,FALSE,9,3408,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),all_threshold,All labelled compounds: threshold-derived,np_precision,3156,0.800865801,0.784860558,0.016005243,-0.034937151,0.067630872,,,,FALSE,10000,higher,0.016005243,lightgbm_mse_regression,0.551144886,1,FALSE,9,5511,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),all_threshold,All labelled compounds: threshold-derived,np_recall,3156,0.192507804,0.204994797,-0.012486993,-0.035379812,0.010405824,,,,FALSE,10000,higher,-0.012486993,logbb_pred_shaker_retrained,0.312268773,1,FALSE,9,3122,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),all_threshold,All labelled compounds: threshold-derived,np_wrong_side_count,3156,776,764,12,-10,34,,,,FALSE,10000,lower,-12,logbb_pred_shaker_retrained,0.312268773,1,FALSE,9,3122,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),all_threshold,All labelled compounds: threshold-derived,pr_auc_nonpenetrant,3156,0.608804401,0.60170806,0.007096341,-0.010087119,0.024424702,,,,FALSE,10000,higher,0.007096341,lightgbm_mse_regression,0.414758524,1,FALSE,9,4147,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),all_threshold,All labelled compounds: threshold-derived,roc_auc,3156,0.757668905,0.755583947,0.002084958,-0.004984747,0.00939703,,,,FALSE,10000,higher,0.002084958,lightgbm_mse_regression,0.564543546,1,FALSE,9,5645,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),classification_only_threshold,Classification-only compounds: threshold-derived,balanced_accuracy,2391,0.576962616,0.583740491,-0.006777875,-0.019333416,0.005789572,,,,FALSE,10000,higher,-0.006777875,logbb_pred_shaker_retrained,0.292470753,1,FALSE,9,2924,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),classification_only_threshold,Classification-only compounds: threshold-derived,cohens_kappa,2391,0.184210218,0.199564394,-0.015354177,-0.044491293,0.01368868,,,,FALSE,10000,higher,-0.015354177,logbb_pred_shaker_retrained,0.299970003,1,FALSE,9,2999,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),classification_only_threshold,Classification-only compounds: threshold-derived,mcc,2391,0.270217222,0.284344303,-0.014127081,-0.050331463,0.02168898,,,,FALSE,10000,higher,-0.014127081,logbb_pred_shaker_retrained,0.443355664,1,FALSE,9,4433,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),classification_only_threshold,Classification-only compounds: threshold-derived,np_f1,2391,0.293457944,0.313364055,-0.019906111,-0.052208641,0.012521777,,,,FALSE,10000,higher,-0.019906111,logbb_pred_shaker_retrained,0.237076292,1,FALSE,9,2370,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),classification_only_threshold,Classification-only compounds: threshold-derived,np_precision,2391,0.801020408,0.805687204,-0.004666796,-0.058668004,0.050784455,,,,FALSE,10000,higher,-0.004666796,logbb_pred_shaker_retrained,0.884411559,1,FALSE,9,8844,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),classification_only_threshold,Classification-only compounds: threshold-derived,np_recall,2391,0.179633867,0.194508009,-0.014874142,-0.037757441,0.008009166,,,,FALSE,10000,higher,-0.014874142,logbb_pred_shaker_retrained,0.255174483,1,FALSE,9,2551,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),classification_only_threshold,Classification-only compounds: threshold-derived,np_wrong_side_count,2391,717,704,13,-7,33,,,,FALSE,10000,lower,-13,logbb_pred_shaker_retrained,0.255174483,1,FALSE,9,2551,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),classification_only_threshold,Classification-only compounds: threshold-derived,pr_auc_nonpenetrant,2391,0.632300425,0.629641629,0.002658797,-0.014414357,0.020144401,,,,FALSE,10000,higher,0.002658797,lightgbm_mse_regression,0.773422658,1,FALSE,9,7734,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),classification_only_threshold,Classification-only compounds: threshold-derived,roc_auc,2391,0.733733175,0.732060296,0.001672879,-0.006522179,0.009865493,,,,FALSE,10000,higher,0.001672879,lightgbm_mse_regression,0.690530947,1,FALSE,9,6905,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),measured_regression,Measured compounds: regression,mae,765,0.35557158,0.365015456,-0.009443876,-0.020353359,0.001841521,,,,FALSE,10000,lower,0.009443876,lightgbm_mse_regression,0.097690231,0.195380462,FALSE,5,976,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),measured_regression,Measured compounds: regression,mse,765,0.233466681,0.249048902,-0.015582221,-0.02887355,-0.002517639,,,,TRUE,10000,lower,0.015582221,lightgbm_mse_regression,0.02019798,0.100989901,FALSE,5,201,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),measured_regression,Measured compounds: regression,np_mae,765,0.661739357,0.682040199,-0.020300842,-0.056151299,0.015736562,,,,FALSE,10000,lower,0.020300842,lightgbm_mse_regression,0.289371063,0.289371063,FALSE,5,2893,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),measured_regression,Measured compounds: regression,pearson_r,765,0.755901042,0.73736183,0.018539212,0.00286074,0.034533922,,,,TRUE,10000,higher,0.018539212,lightgbm_mse_regression,0.0229977,0.100989901,FALSE,5,229,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),measured_regression,Measured compounds: regression,r2,765,0.571241397,0.542624846,0.028616551,0.004649051,0.053104605,,,,TRUE,10000,higher,0.028616551,lightgbm_mse_regression,0.02019798,0.100989901,FALSE,5,201,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),measured_threshold,Measured compounds: threshold-derived,balanced_accuracy,765,0.655757298,0.645585393,0.010171905,-0.030795455,0.050401807,,,,FALSE,10000,higher,0.010171905,lightgbm_mse_regression,0.618538146,1,FALSE,9,6185,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),measured_threshold,Measured compounds: threshold-derived,cohens_kappa,765,0.421251719,0.38084151,0.040410209,-0.053016473,0.133625525,,,,FALSE,10000,higher,0.040410209,lightgbm_mse_regression,0.413858614,1,FALSE,9,4138,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),measured_threshold,Measured compounds: threshold-derived,mcc,765,0.473322797,0.415263035,0.058059762,-0.035383668,0.151112537,,,,FALSE,10000,higher,0.058059762,lightgbm_mse_regression,0.243275672,1,FALSE,9,2432,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),measured_threshold,Measured compounds: threshold-derived,np_f1,765,0.459016393,0.42519685,0.033819543,-0.058424278,0.124168515,,,,FALSE,10000,higher,0.033819543,lightgbm_mse_regression,0.498550145,1,FALSE,9,4985,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),measured_threshold,Measured compounds: threshold-derived,np_precision,765,0.8,0.675,0.125,-0.013637574,0.263723533,,,,FALSE,10000,higher,0.125,lightgbm_mse_regression,0.100789921,0.907109289,FALSE,9,1007,10000,10000,,,,,,,,,,,,,,,,
lightgbm_mse_regression,LightGBM MSE,logbb_pred_shaker_retrained,Matched-retrained logBB_pred strategy (Shaker et al.),measured_threshold,Measured compounds: threshold-derived,np_recall,765,0.32183908,0.310344828,0.011494253,-0.068965524,0.091954023,,,,FALSE,10000,higher,0.011494253,lightgbm_mse_regression,1,1,FALSE,9,10000,10000,10000,,,,,,,,,,,,,,,,
