cluster_key,cluster_id,cluster_label,algorithmic_medoid,selected_representative,cluster_size_defined,members_json
cluster_1220,1220,Cluster 1220: ECFP_2006 (n=1),ECFP_2006,ECFP_2006,1,"[""ECFP_2006""]"
cluster_1221,1221,Cluster 1221: ECFP_2007 (n=1),ECFP_2007,ECFP_2007,1,"[""ECFP_2007""]"
cluster_1222,1222,Cluster 1222: ECFP_2008 (n=1),ECFP_2008,ECFP_2008,1,"[""ECFP_2008""]"
cluster_1223,1223,Cluster 1223: ECFP_2009 (n=1),ECFP_2009,ECFP_2009,1,"[""ECFP_2009""]"
cluster_1224,1224,Cluster 1224: ECFP_201 (n=1),ECFP_201,ECFP_201,1,"[""ECFP_201""]"
cluster_1225,1225,Cluster 1225: ECFP_2010 (n=1),ECFP_2010,ECFP_2010,1,"[""ECFP_2010""]"
cluster_1226,1226,Cluster 1226: ECFP_2011 (n=1),ECFP_2011,ECFP_2011,1,"[""ECFP_2011""]"
cluster_1227,1227,Cluster 1227: ECFP_2012 (n=1),ECFP_2012,ECFP_2012,1,"[""ECFP_2012""]"
cluster_1228,1228,Cluster 1228: ECFP_2013 (n=1),ECFP_2013,ECFP_2013,1,"[""ECFP_2013""]"
cluster_1229,1229,Cluster 1229: ECFP_2014 (n=1),ECFP_2014,ECFP_2014,1,"[""ECFP_2014""]"
cluster_1230,1230,Cluster 1230: ECFP_2015 (n=1),ECFP_2015,ECFP_2015,1,"[""ECFP_2015""]"
cluster_1231,1231,Cluster 1231: ECFP_2016 (n=1),ECFP_2016,ECFP_2016,1,"[""ECFP_2016""]"
cluster_1232,1232,Cluster 1232: ECFP_2017 (n=1),ECFP_2017,ECFP_2017,1,"[""ECFP_2017""]"
cluster_1233,1233,Cluster 1233: ECFP_2018 (n=1),ECFP_2018,ECFP_2018,1,"[""ECFP_2018""]"
cluster_1234,1234,Cluster 1234: ECFP_2019 (n=1),ECFP_2019,ECFP_2019,1,"[""ECFP_2019""]"
cluster_1235,1235,Cluster 1235: ECFP_202 (n=1),ECFP_202,ECFP_202,1,"[""ECFP_202""]"
cluster_1236,1236,Cluster 1236: ECFP_2020 (n=1),ECFP_2020,ECFP_2020,1,"[""ECFP_2020""]"
cluster_1237,1237,Cluster 1237: ECFP_2021 (n=1),ECFP_2021,ECFP_2021,1,"[""ECFP_2021""]"
cluster_1238,1238,Cluster 1238: ECFP_2022 (n=1),ECFP_2022,ECFP_2022,1,"[""ECFP_2022""]"
cluster_1239,1239,Cluster 1239: ECFP_2023 (n=1),ECFP_2023,ECFP_2023,1,"[""ECFP_2023""]"
cluster_1240,1240,Cluster 1240: ECFP_2024 (n=1),ECFP_2024,ECFP_2024,1,"[""ECFP_2024""]"
cluster_1241,1241,Cluster 1241: ECFP_2025 (n=1),ECFP_2025,ECFP_2025,1,"[""ECFP_2025""]"
cluster_1242,1242,Cluster 1242: ECFP_2026 (n=1),ECFP_2026,ECFP_2026,1,"[""ECFP_2026""]"
cluster_1243,1243,Cluster 1243: ECFP_2027 (n=1),ECFP_2027,ECFP_2027,1,"[""ECFP_2027""]"
cluster_1244,1244,Cluster 1244: ECFP_2028 (n=1),ECFP_2028,ECFP_2028,1,"[""ECFP_2028""]"
cluster_1245,1245,Cluster 1245: ECFP_2029 (n=1),ECFP_2029,ECFP_2029,1,"[""ECFP_2029""]"
cluster_1246,1246,Cluster 1246: ECFP_203 (n=1),ECFP_203,ECFP_203,1,"[""ECFP_203""]"
cluster_1247,1247,Cluster 1247: ECFP_2030 (n=1),ECFP_2030,ECFP_2030,1,"[""ECFP_2030""]"
cluster_1248,1248,Cluster 1248: ECFP_2031 (n=1),ECFP_2031,ECFP_2031,1,"[""ECFP_2031""]"
cluster_1249,1249,Cluster 1249: ECFP_2032 (n=1),ECFP_2032,ECFP_2032,1,"[""ECFP_2032""]"
cluster_1250,1250,Cluster 1250: ECFP_2033 (n=1),ECFP_2033,ECFP_2033,1,"[""ECFP_2033""]"
cluster_1251,1251,Cluster 1251: ECFP_2034 (n=1),ECFP_2034,ECFP_2034,1,"[""ECFP_2034""]"
cluster_1252,1252,Cluster 1252: ECFP_2035 (n=1),ECFP_2035,ECFP_2035,1,"[""ECFP_2035""]"
cluster_1253,1253,Cluster 1253: ECFP_2036 (n=1),ECFP_2036,ECFP_2036,1,"[""ECFP_2036""]"
cluster_1254,1254,Cluster 1254: ECFP_2037 (n=1),ECFP_2037,ECFP_2037,1,"[""ECFP_2037""]"
cluster_1255,1255,Cluster 1255: ECFP_2038 (n=1),ECFP_2038,ECFP_2038,1,"[""ECFP_2038""]"
cluster_1256,1256,Cluster 1256: ECFP_2039 (n=1),ECFP_2039,ECFP_2039,1,"[""ECFP_2039""]"
cluster_1257,1257,Cluster 1257: ECFP_204 (n=1),ECFP_204,ECFP_204,1,"[""ECFP_204""]"
cluster_1258,1258,Cluster 1258: ECFP_2040 (n=1),ECFP_2040,ECFP_2040,1,"[""ECFP_2040""]"
cluster_1259,1259,Cluster 1259: ECFP_2041 (n=1),ECFP_2041,ECFP_2041,1,"[""ECFP_2041""]"
cluster_1260,1260,Cluster 1260: ECFP_2042 (n=1),ECFP_2042,ECFP_2042,1,"[""ECFP_2042""]"
cluster_1261,1261,Cluster 1261: ECFP_2043 (n=1),ECFP_2043,ECFP_2043,1,"[""ECFP_2043""]"
cluster_1262,1262,Cluster 1262: ECFP_2044 (n=1),ECFP_2044,ECFP_2044,1,"[""ECFP_2044""]"
cluster_1263,1263,Cluster 1263: ECFP_2045 (n=1),ECFP_2045,ECFP_2045,1,"[""ECFP_2045""]"
cluster_1264,1264,Cluster 1264: ECFP_2046 (n=1),ECFP_2046,ECFP_2046,1,"[""ECFP_2046""]"
cluster_1265,1265,Cluster 1265: ECFP_2047 (n=1),ECFP_2047,ECFP_2047,1,"[""ECFP_2047""]"
cluster_1266,1266,Cluster 1266: ECFP_205 (n=1),ECFP_205,ECFP_205,1,"[""ECFP_205""]"
cluster_1267,1267,Cluster 1267: ECFP_206 (n=1),ECFP_206,ECFP_206,1,"[""ECFP_206""]"
cluster_1268,1268,Cluster 1268: ECFP_207 (n=1),ECFP_207,ECFP_207,1,"[""ECFP_207""]"
cluster_1269,1269,Cluster 1269: ECFP_208 (n=1),ECFP_208,ECFP_208,1,"[""ECFP_208""]"
cluster_1270,1270,Cluster 1270: ECFP_209 (n=1),ECFP_209,ECFP_209,1,"[""ECFP_209""]"
cluster_1271,1271,Cluster 1271: ECFP_21 (n=1),ECFP_21,ECFP_21,1,"[""ECFP_21""]"
cluster_1272,1272,Cluster 1272: ECFP_210 (n=1),ECFP_210,ECFP_210,1,"[""ECFP_210""]"
cluster_1273,1273,Cluster 1273: ECFP_211 (n=1),ECFP_211,ECFP_211,1,"[""ECFP_211""]"
cluster_1274,1274,Cluster 1274: ECFP_212 (n=1),ECFP_212,ECFP_212,1,"[""ECFP_212""]"
cluster_1275,1275,Cluster 1275: ECFP_213 (n=1),ECFP_213,ECFP_213,1,"[""ECFP_213""]"
cluster_1276,1276,Cluster 1276: ECFP_214 (n=1),ECFP_214,ECFP_214,1,"[""ECFP_214""]"
cluster_1277,1277,Cluster 1277: ECFP_215 (n=1),ECFP_215,ECFP_215,1,"[""ECFP_215""]"
cluster_1278,1278,Cluster 1278: ECFP_216 (n=2),ECFP_216,ECFP_216,2,"[""ECFP_216"", ""ECFP_816""]"
cluster_1279,1279,Cluster 1279: ECFP_217 (n=1),ECFP_217,ECFP_217,1,"[""ECFP_217""]"
cluster_1280,1280,Cluster 1280: ECFP_218 (n=1),ECFP_218,ECFP_218,1,"[""ECFP_218""]"
cluster_1281,1281,Cluster 1281: ECFP_219 (n=1),ECFP_219,ECFP_219,1,"[""ECFP_219""]"
cluster_1282,1282,Cluster 1282: ECFP_22 (n=1),ECFP_22,ECFP_22,1,"[""ECFP_22""]"
cluster_1283,1283,Cluster 1283: ECFP_220 (n=1),ECFP_220,ECFP_220,1,"[""ECFP_220""]"
cluster_1284,1284,Cluster 1284: ECFP_221 (n=1),ECFP_221,ECFP_221,1,"[""ECFP_221""]"
cluster_1285,1285,Cluster 1285: ECFP_222 (n=1),ECFP_222,ECFP_222,1,"[""ECFP_222""]"
cluster_1286,1286,Cluster 1286: ECFP_223 (n=1),ECFP_223,ECFP_223,1,"[""ECFP_223""]"
cluster_1287,1287,Cluster 1287: ECFP_224 (n=1),ECFP_224,ECFP_224,1,"[""ECFP_224""]"
cluster_1288,1288,Cluster 1288: ECFP_225 (n=1),ECFP_225,ECFP_225,1,"[""ECFP_225""]"
cluster_1289,1289,Cluster 1289: ECFP_226 (n=1),ECFP_226,ECFP_226,1,"[""ECFP_226""]"
cluster_1290,1290,Cluster 1290: ECFP_227 (n=1),ECFP_227,ECFP_227,1,"[""ECFP_227""]"
cluster_1291,1291,Cluster 1291: ECFP_228 (n=1),ECFP_228,ECFP_228,1,"[""ECFP_228""]"
cluster_1292,1292,Cluster 1292: ECFP_229 (n=1),ECFP_229,ECFP_229,1,"[""ECFP_229""]"
cluster_1293,1293,Cluster 1293: ECFP_23 (n=1),ECFP_23,ECFP_23,1,"[""ECFP_23""]"
cluster_1294,1294,Cluster 1294: ECFP_230 (n=1),ECFP_230,ECFP_230,1,"[""ECFP_230""]"
cluster_1295,1295,Cluster 1295: ECFP_231 (n=1),ECFP_231,ECFP_231,1,"[""ECFP_231""]"
cluster_1296,1296,Cluster 1296: ECFP_232 (n=1),ECFP_232,ECFP_232,1,"[""ECFP_232""]"
cluster_1297,1297,Cluster 1297: ECFP_233 (n=1),ECFP_233,ECFP_233,1,"[""ECFP_233""]"
cluster_1298,1298,Cluster 1298: ECFP_234 (n=1),ECFP_234,ECFP_234,1,"[""ECFP_234""]"
cluster_1299,1299,Cluster 1299: ECFP_235 (n=1),ECFP_235,ECFP_235,1,"[""ECFP_235""]"
cluster_1300,1300,Cluster 1300: ECFP_236 (n=1),ECFP_236,ECFP_236,1,"[""ECFP_236""]"
cluster_1301,1301,Cluster 1301: ECFP_237 (n=1),ECFP_237,ECFP_237,1,"[""ECFP_237""]"
cluster_1302,1302,Cluster 1302: ECFP_238 (n=1),ECFP_238,ECFP_238,1,"[""ECFP_238""]"
cluster_1303,1303,Cluster 1303: ECFP_239 (n=1),ECFP_239,ECFP_239,1,"[""ECFP_239""]"
cluster_1304,1304,Cluster 1304: ECFP_24 (n=1),ECFP_24,ECFP_24,1,"[""ECFP_24""]"
cluster_1305,1305,Cluster 1305: ECFP_240 (n=1),ECFP_240,ECFP_240,1,"[""ECFP_240""]"
cluster_1306,1306,Cluster 1306: ECFP_241 (n=1),ECFP_241,ECFP_241,1,"[""ECFP_241""]"
cluster_1307,1307,Cluster 1307: ECFP_242 (n=1),ECFP_242,ECFP_242,1,"[""ECFP_242""]"
cluster_1308,1308,Cluster 1308: ECFP_243 (n=1),ECFP_243,ECFP_243,1,"[""ECFP_243""]"
cluster_1309,1309,Cluster 1309: ECFP_244 (n=1),ECFP_244,ECFP_244,1,"[""ECFP_244""]"
cluster_1310,1310,Cluster 1310: ECFP_245 (n=1),ECFP_245,ECFP_245,1,"[""ECFP_245""]"
cluster_1311,1311,Cluster 1311: ECFP_246 (n=1),ECFP_246,ECFP_246,1,"[""ECFP_246""]"
cluster_1312,1312,Cluster 1312: ECFP_247 (n=1),ECFP_247,ECFP_247,1,"[""ECFP_247""]"
cluster_1313,1313,Cluster 1313: ECFP_248 (n=1),ECFP_248,ECFP_248,1,"[""ECFP_248""]"
cluster_1314,1314,Cluster 1314: ECFP_249 (n=1),ECFP_249,ECFP_249,1,"[""ECFP_249""]"
cluster_1315,1315,Cluster 1315: ECFP_25 (n=1),ECFP_25,ECFP_25,1,"[""ECFP_25""]"
cluster_1316,1316,Cluster 1316: ECFP_250 (n=1),ECFP_250,ECFP_250,1,"[""ECFP_250""]"
cluster_1317,1317,Cluster 1317: ECFP_251 (n=1),ECFP_251,ECFP_251,1,"[""ECFP_251""]"
cluster_1318,1318,Cluster 1318: ECFP_252 (n=1),ECFP_252,ECFP_252,1,"[""ECFP_252""]"
cluster_1319,1319,Cluster 1319: ECFP_253 (n=1),ECFP_253,ECFP_253,1,"[""ECFP_253""]"
cluster_1320,1320,Cluster 1320: ECFP_254 (n=1),ECFP_254,ECFP_254,1,"[""ECFP_254""]"
cluster_1321,1321,Cluster 1321: ECFP_255 (n=1),ECFP_255,ECFP_255,1,"[""ECFP_255""]"
cluster_1322,1322,Cluster 1322: ECFP_256 (n=1),ECFP_256,ECFP_256,1,"[""ECFP_256""]"
cluster_1323,1323,Cluster 1323: ECFP_257 (n=1),ECFP_257,ECFP_257,1,"[""ECFP_257""]"
cluster_1324,1324,Cluster 1324: ECFP_258 (n=1),ECFP_258,ECFP_258,1,"[""ECFP_258""]"
cluster_1325,1325,Cluster 1325: ECFP_259 (n=1),ECFP_259,ECFP_259,1,"[""ECFP_259""]"
cluster_1326,1326,Cluster 1326: ECFP_26 (n=1),ECFP_26,ECFP_26,1,"[""ECFP_26""]"
cluster_1327,1327,Cluster 1327: ECFP_260 (n=1),ECFP_260,ECFP_260,1,"[""ECFP_260""]"
cluster_1328,1328,Cluster 1328: ECFP_261 (n=1),ECFP_261,ECFP_261,1,"[""ECFP_261""]"
cluster_1329,1329,Cluster 1329: ECFP_262 (n=1),ECFP_262,ECFP_262,1,"[""ECFP_262""]"
cluster_1330,1330,Cluster 1330: ECFP_263 (n=1),ECFP_263,ECFP_263,1,"[""ECFP_263""]"
cluster_1331,1331,Cluster 1331: ECFP_264 (n=1),ECFP_264,ECFP_264,1,"[""ECFP_264""]"
cluster_1332,1332,Cluster 1332: ECFP_265 (n=1),ECFP_265,ECFP_265,1,"[""ECFP_265""]"
cluster_1333,1333,Cluster 1333: ECFP_266 (n=1),ECFP_266,ECFP_266,1,"[""ECFP_266""]"
cluster_1334,1334,Cluster 1334: ECFP_267 (n=1),ECFP_267,ECFP_267,1,"[""ECFP_267""]"
cluster_1335,1335,Cluster 1335: ECFP_268 (n=1),ECFP_268,ECFP_268,1,"[""ECFP_268""]"
cluster_1336,1336,Cluster 1336: ECFP_269 (n=1),ECFP_269,ECFP_269,1,"[""ECFP_269""]"
cluster_1337,1337,Cluster 1337: ECFP_27 (n=1),ECFP_27,ECFP_27,1,"[""ECFP_27""]"
cluster_1338,1338,Cluster 1338: ECFP_270 (n=1),ECFP_270,ECFP_270,1,"[""ECFP_270""]"
cluster_1339,1339,Cluster 1339: ECFP_271 (n=1),ECFP_271,ECFP_271,1,"[""ECFP_271""]"
cluster_1340,1340,Cluster 1340: ECFP_272 (n=1),ECFP_272,ECFP_272,1,"[""ECFP_272""]"
cluster_1341,1341,Cluster 1341: ECFP_273 (n=1),ECFP_273,ECFP_273,1,"[""ECFP_273""]"
cluster_1342,1342,Cluster 1342: ECFP_274 (n=1),ECFP_274,ECFP_274,1,"[""ECFP_274""]"
cluster_1343,1343,Cluster 1343: ECFP_275 (n=1),ECFP_275,ECFP_275,1,"[""ECFP_275""]"
cluster_1344,1344,Cluster 1344: ECFP_276 (n=1),ECFP_276,ECFP_276,1,"[""ECFP_276""]"
cluster_1345,1345,Cluster 1345: ECFP_277 (n=1),ECFP_277,ECFP_277,1,"[""ECFP_277""]"
cluster_1346,1346,Cluster 1346: ECFP_278 (n=1),ECFP_278,ECFP_278,1,"[""ECFP_278""]"
cluster_1347,1347,Cluster 1347: ECFP_279 (n=1),ECFP_279,ECFP_279,1,"[""ECFP_279""]"
cluster_1348,1348,Cluster 1348: ECFP_28 (n=1),ECFP_28,ECFP_28,1,"[""ECFP_28""]"
cluster_1349,1349,Cluster 1349: ECFP_280 (n=1),ECFP_280,ECFP_280,1,"[""ECFP_280""]"
cluster_1350,1350,Cluster 1350: ECFP_281 (n=1),ECFP_281,ECFP_281,1,"[""ECFP_281""]"
cluster_1351,1351,Cluster 1351: ECFP_282 (n=1),ECFP_282,ECFP_282,1,"[""ECFP_282""]"
cluster_1352,1352,Cluster 1352: ECFP_283 (n=1),ECFP_283,ECFP_283,1,"[""ECFP_283""]"
cluster_1353,1353,Cluster 1353: ECFP_284 (n=1),ECFP_284,ECFP_284,1,"[""ECFP_284""]"
cluster_1354,1354,Cluster 1354: ECFP_285 (n=1),ECFP_285,ECFP_285,1,"[""ECFP_285""]"
cluster_1355,1355,Cluster 1355: ECFP_286 (n=1),ECFP_286,ECFP_286,1,"[""ECFP_286""]"
cluster_1356,1356,Cluster 1356: ECFP_287 (n=1),ECFP_287,ECFP_287,1,"[""ECFP_287""]"
cluster_1357,1357,Cluster 1357: ECFP_288 (n=1),ECFP_288,ECFP_288,1,"[""ECFP_288""]"
cluster_1358,1358,Cluster 1358: ECFP_289 (n=1),ECFP_289,ECFP_289,1,"[""ECFP_289""]"
cluster_1359,1359,Cluster 1359: ECFP_29 (n=1),ECFP_29,ECFP_29,1,"[""ECFP_29""]"
cluster_1360,1360,Cluster 1360: ECFP_290 (n=1),ECFP_290,ECFP_290,1,"[""ECFP_290""]"
cluster_1361,1361,Cluster 1361: ECFP_291 (n=1),ECFP_291,ECFP_291,1,"[""ECFP_291""]"
cluster_1362,1362,Cluster 1362: ECFP_292 (n=1),ECFP_292,ECFP_292,1,"[""ECFP_292""]"
cluster_1363,1363,Cluster 1363: ECFP_293 (n=1),ECFP_293,ECFP_293,1,"[""ECFP_293""]"
cluster_1364,1364,Cluster 1364: ECFP_294 (n=2),ECFP_294,ECFP_294,2,"[""ECFP_294"", ""MACCS_114""]"
cluster_1365,1365,Cluster 1365: ECFP_295 (n=1),ECFP_295,ECFP_295,1,"[""ECFP_295""]"
cluster_1366,1366,Cluster 1366: ECFP_296 (n=1),ECFP_296,ECFP_296,1,"[""ECFP_296""]"
cluster_1367,1367,Cluster 1367: ECFP_297 (n=1),ECFP_297,ECFP_297,1,"[""ECFP_297""]"
cluster_1368,1368,Cluster 1368: ECFP_298 (n=1),ECFP_298,ECFP_298,1,"[""ECFP_298""]"
cluster_1369,1369,Cluster 1369: ECFP_299 (n=1),ECFP_299,ECFP_299,1,"[""ECFP_299""]"
cluster_1370,1370,Cluster 1370: ECFP_3 (n=1),ECFP_3,ECFP_3,1,"[""ECFP_3""]"
cluster_1371,1371,Cluster 1371: ECFP_30 (n=1),ECFP_30,ECFP_30,1,"[""ECFP_30""]"
cluster_1372,1372,Cluster 1372: ECFP_300 (n=1),ECFP_300,ECFP_300,1,"[""ECFP_300""]"
cluster_1373,1373,Cluster 1373: ECFP_301 (n=1),ECFP_301,ECFP_301,1,"[""ECFP_301""]"
cluster_1374,1374,Cluster 1374: ECFP_302 (n=1),ECFP_302,ECFP_302,1,"[""ECFP_302""]"
cluster_1375,1375,Cluster 1375: ECFP_303 (n=1),ECFP_303,ECFP_303,1,"[""ECFP_303""]"
cluster_1376,1376,Cluster 1376: ECFP_304 (n=1),ECFP_304,ECFP_304,1,"[""ECFP_304""]"
cluster_1377,1377,Cluster 1377: ECFP_305 (n=1),ECFP_305,ECFP_305,1,"[""ECFP_305""]"
cluster_1378,1378,Cluster 1378: ECFP_306 (n=1),ECFP_306,ECFP_306,1,"[""ECFP_306""]"
cluster_1379,1379,Cluster 1379: ECFP_307 (n=1),ECFP_307,ECFP_307,1,"[""ECFP_307""]"
cluster_1380,1380,Cluster 1380: ECFP_308 (n=1),ECFP_308,ECFP_308,1,"[""ECFP_308""]"
cluster_1381,1381,Cluster 1381: ECFP_309 (n=1),ECFP_309,ECFP_309,1,"[""ECFP_309""]"
cluster_1382,1382,Cluster 1382: ECFP_31 (n=1),ECFP_31,ECFP_31,1,"[""ECFP_31""]"
cluster_1383,1383,Cluster 1383: ECFP_310 (n=1),ECFP_310,ECFP_310,1,"[""ECFP_310""]"
cluster_1384,1384,Cluster 1384: ECFP_311 (n=1),ECFP_311,ECFP_311,1,"[""ECFP_311""]"
cluster_1385,1385,Cluster 1385: ECFP_312 (n=1),ECFP_312,ECFP_312,1,"[""ECFP_312""]"
cluster_1386,1386,Cluster 1386: ECFP_313 (n=1),ECFP_313,ECFP_313,1,"[""ECFP_313""]"
cluster_1387,1387,Cluster 1387: ECFP_314 (n=1),ECFP_314,ECFP_314,1,"[""ECFP_314""]"
cluster_1388,1388,Cluster 1388: ECFP_315 (n=1),ECFP_315,ECFP_315,1,"[""ECFP_315""]"
cluster_1389,1389,Cluster 1389: ECFP_316 (n=1),ECFP_316,ECFP_316,1,"[""ECFP_316""]"
cluster_1390,1390,Cluster 1390: ECFP_317 (n=1),ECFP_317,ECFP_317,1,"[""ECFP_317""]"
cluster_1391,1391,Cluster 1391: ECFP_318 (n=1),ECFP_318,ECFP_318,1,"[""ECFP_318""]"
cluster_1392,1392,Cluster 1392: ECFP_319 (n=1),ECFP_319,ECFP_319,1,"[""ECFP_319""]"
cluster_1393,1393,Cluster 1393: ECFP_32 (n=1),ECFP_32,ECFP_32,1,"[""ECFP_32""]"
cluster_1394,1394,Cluster 1394: ECFP_320 (n=1),ECFP_320,ECFP_320,1,"[""ECFP_320""]"
cluster_1395,1395,Cluster 1395: ECFP_321 (n=1),ECFP_321,ECFP_321,1,"[""ECFP_321""]"
cluster_1396,1396,Cluster 1396: ECFP_322 (n=1),ECFP_322,ECFP_322,1,"[""ECFP_322""]"
cluster_1397,1397,Cluster 1397: ECFP_323 (n=1),ECFP_323,ECFP_323,1,"[""ECFP_323""]"
cluster_1398,1398,Cluster 1398: ECFP_324 (n=1),ECFP_324,ECFP_324,1,"[""ECFP_324""]"
cluster_1399,1399,Cluster 1399: ECFP_325 (n=1),ECFP_325,ECFP_325,1,"[""ECFP_325""]"
cluster_1400,1400,Cluster 1400: ECFP_326 (n=1),ECFP_326,ECFP_326,1,"[""ECFP_326""]"
cluster_1401,1401,Cluster 1401: ECFP_327 (n=1),ECFP_327,ECFP_327,1,"[""ECFP_327""]"
cluster_1402,1402,Cluster 1402: ECFP_328 (n=1),ECFP_328,ECFP_328,1,"[""ECFP_328""]"
cluster_1403,1403,Cluster 1403: ECFP_329 (n=1),ECFP_329,ECFP_329,1,"[""ECFP_329""]"
cluster_1404,1404,Cluster 1404: ECFP_33 (n=1),ECFP_33,ECFP_33,1,"[""ECFP_33""]"
cluster_1405,1405,Cluster 1405: ECFP_330 (n=1),ECFP_330,ECFP_330,1,"[""ECFP_330""]"
cluster_1406,1406,Cluster 1406: ECFP_331 (n=1),ECFP_331,ECFP_331,1,"[""ECFP_331""]"
cluster_1407,1407,Cluster 1407: ECFP_332 (n=1),ECFP_332,ECFP_332,1,"[""ECFP_332""]"
cluster_1408,1408,Cluster 1408: ECFP_333 (n=1),ECFP_333,ECFP_333,1,"[""ECFP_333""]"
cluster_1409,1409,Cluster 1409: ECFP_334 (n=1),ECFP_334,ECFP_334,1,"[""ECFP_334""]"
cluster_1410,1410,Cluster 1410: ECFP_335 (n=1),ECFP_335,ECFP_335,1,"[""ECFP_335""]"
cluster_1411,1411,Cluster 1411: ECFP_336 (n=1),ECFP_336,ECFP_336,1,"[""ECFP_336""]"
cluster_1412,1412,Cluster 1412: ECFP_337 (n=1),ECFP_337,ECFP_337,1,"[""ECFP_337""]"
cluster_1413,1413,Cluster 1413: ECFP_338 (n=1),ECFP_338,ECFP_338,1,"[""ECFP_338""]"
cluster_1414,1414,Cluster 1414: ECFP_339 (n=1),ECFP_339,ECFP_339,1,"[""ECFP_339""]"
cluster_1415,1415,Cluster 1415: ECFP_34 (n=1),ECFP_34,ECFP_34,1,"[""ECFP_34""]"
cluster_1416,1416,Cluster 1416: ECFP_340 (n=1),ECFP_340,ECFP_340,1,"[""ECFP_340""]"
cluster_1417,1417,Cluster 1417: ECFP_341 (n=1),ECFP_341,ECFP_341,1,"[""ECFP_341""]"
cluster_1418,1418,Cluster 1418: ECFP_342 (n=1),ECFP_342,ECFP_342,1,"[""ECFP_342""]"
cluster_1419,1419,Cluster 1419: ECFP_343 (n=1),ECFP_343,ECFP_343,1,"[""ECFP_343""]"
cluster_1420,1420,Cluster 1420: ECFP_344 (n=1),ECFP_344,ECFP_344,1,"[""ECFP_344""]"
cluster_1421,1421,Cluster 1421: ECFP_345 (n=1),ECFP_345,ECFP_345,1,"[""ECFP_345""]"
cluster_1422,1422,Cluster 1422: ECFP_346 (n=1),ECFP_346,ECFP_346,1,"[""ECFP_346""]"
cluster_1423,1423,Cluster 1423: ECFP_347 (n=1),ECFP_347,ECFP_347,1,"[""ECFP_347""]"
cluster_1424,1424,Cluster 1424: ECFP_348 (n=1),ECFP_348,ECFP_348,1,"[""ECFP_348""]"
cluster_1425,1425,Cluster 1425: ECFP_349 (n=1),ECFP_349,ECFP_349,1,"[""ECFP_349""]"
cluster_1426,1426,Cluster 1426: ECFP_35 (n=1),ECFP_35,ECFP_35,1,"[""ECFP_35""]"
cluster_1427,1427,Cluster 1427: ECFP_351 (n=1),ECFP_351,ECFP_351,1,"[""ECFP_351""]"
cluster_1428,1428,Cluster 1428: ECFP_352 (n=1),ECFP_352,ECFP_352,1,"[""ECFP_352""]"
cluster_1429,1429,Cluster 1429: ECFP_353 (n=1),ECFP_353,ECFP_353,1,"[""ECFP_353""]"
cluster_1430,1430,Cluster 1430: ECFP_354 (n=1),ECFP_354,ECFP_354,1,"[""ECFP_354""]"
cluster_1431,1431,Cluster 1431: ECFP_355 (n=1),ECFP_355,ECFP_355,1,"[""ECFP_355""]"
cluster_1432,1432,Cluster 1432: ECFP_356 (n=1),ECFP_356,ECFP_356,1,"[""ECFP_356""]"
cluster_1433,1433,Cluster 1433: ECFP_357 (n=1),ECFP_357,ECFP_357,1,"[""ECFP_357""]"
cluster_1434,1434,Cluster 1434: ECFP_358 (n=1),ECFP_358,ECFP_358,1,"[""ECFP_358""]"
cluster_1435,1435,Cluster 1435: ECFP_359 (n=1),ECFP_359,ECFP_359,1,"[""ECFP_359""]"
cluster_1436,1436,Cluster 1436: ECFP_36 (n=1),ECFP_36,ECFP_36,1,"[""ECFP_36""]"
cluster_1437,1437,Cluster 1437: ECFP_360 (n=1),ECFP_360,ECFP_360,1,"[""ECFP_360""]"
cluster_1438,1438,Cluster 1438: ECFP_361 (n=1),ECFP_361,ECFP_361,1,"[""ECFP_361""]"
cluster_1439,1439,Cluster 1439: ECFP_362 (n=2),ECFP_362,ECFP_362,2,"[""ECFP_362"", ""ECFP_697""]"
cluster_1440,1440,Cluster 1440: ECFP_363 (n=1),ECFP_363,ECFP_363,1,"[""ECFP_363""]"
cluster_1441,1441,Cluster 1441: ECFP_364 (n=1),ECFP_364,ECFP_364,1,"[""ECFP_364""]"
cluster_1442,1442,Cluster 1442: ECFP_365 (n=1),ECFP_365,ECFP_365,1,"[""ECFP_365""]"
cluster_1443,1443,Cluster 1443: ECFP_366 (n=1),ECFP_366,ECFP_366,1,"[""ECFP_366""]"
cluster_1444,1444,Cluster 1444: ECFP_367 (n=1),ECFP_367,ECFP_367,1,"[""ECFP_367""]"
cluster_1445,1445,Cluster 1445: ECFP_368 (n=1),ECFP_368,ECFP_368,1,"[""ECFP_368""]"
cluster_1446,1446,Cluster 1446: ECFP_369 (n=1),ECFP_369,ECFP_369,1,"[""ECFP_369""]"
cluster_1447,1447,Cluster 1447: ECFP_37 (n=1),ECFP_37,ECFP_37,1,"[""ECFP_37""]"
cluster_1448,1448,Cluster 1448: ECFP_370 (n=1),ECFP_370,ECFP_370,1,"[""ECFP_370""]"
cluster_1449,1449,Cluster 1449: ECFP_371 (n=1),ECFP_371,ECFP_371,1,"[""ECFP_371""]"
cluster_1450,1450,Cluster 1450: ECFP_372 (n=1),ECFP_372,ECFP_372,1,"[""ECFP_372""]"
cluster_1451,1451,Cluster 1451: ECFP_373 (n=1),ECFP_373,ECFP_373,1,"[""ECFP_373""]"
cluster_1452,1452,Cluster 1452: ECFP_374 (n=1),ECFP_374,ECFP_374,1,"[""ECFP_374""]"
